1444,52,0,40,0,12
1459,49,0,38,0,11
1479,59,0,48,0,11
1482,59,0,48,0,11
1489,56,0,46,0,10
1500,59,0,47,0,12
1502,57,0,46,0,11
1505,58,0,47,0,11
1519,56,0,46,0,10
1535,56,0,46,0,10
1551,53,0,46,0,7
1554,51,0,45,0,6
1564,51,0,44,0,7
1565,51,0,44,0,7
1571,50,0,43,0,7
1623,52,0,40,0,12
1631,53,0,42,0,11
1643,50,0,41,0,9
1649,51,0,41,0,10
1650,51,0,41,0,10
1651,51,0,41,0,10
1653,50,0,40,0,10
1657,50,0,40,0,10
1664,49,0,40,0,9
1667,49,0,40,0,9
1730,45,0,34,0,11
1737,44,0,33,0,11
1744,45,0,33,0,12
1746,45,0,33,0,12
1754,43,0,31,0,12
1787,42,0,32,0,10
1845,35,0,27,0,8
1882,47,0,35,0,12
1883,45,0,34,0,11
1893,51,0,40,0,11
1909,50,0,42,0,8
1932,49,0,42,0,7
1933,49,0,42,0,7
1958,49,0,41,0,8
1973,47,0,39,0,8
1978,46,0,38,0,8
1982,45,0,38,0,7
2031,50,0,42,0,8
2088,55,0,43,0,12
2092,55,0,43,0,12
2142,49,0,37,0,12
2159,51,0,36,0,15
2174,52,0,38,0,14
2185,51,0,36,0,15
2189,50,0,36,0,14
2194,50,0,36,0,14
2234,46,0,33,0,13
2242,47,0,32,0,15
2271,52,0,34,0,18
2292,56,0,41,0,15
2299,55,0,38,0,17
2304,55,0,39,0,16
2307,52,0,38,0,14
2340,52,0,41,0,11
2342,54,0,43,0,11
2349,55,0,42,0,13
2387,48,0,38,0,10
2444,53,0,40,0,13
2458,57,0,43,0,14
2480,55,0,40,0,15
2481,55,0,40,0,15
2486,57,0,43,0,14
2508,53,0,42,0,11
2519,51,0,42,0,9
2528,53,0,43,0,10
2546,60,0,47,0,13
2559,55,0,43,0,12
2571,57,0,45,0,12
2578,60,0,47,0,13
2588,61,0,47,0,14
2591,61,0,47,0,14
2607,58,0,46,0,12
2608,58,0,46,0,12
2615,60,0,47,0,13
2626,59,0,46,0,13
2627,58,0,45,0,13
2651,54,0,41,0,13
2659,53,0,40,0,13
2696,51,0,41,0,10
2701,49,0,39,0,10
2737,45,0,33,0,12
2783,48,0,35,0,13
2803,51,0,36,0,15
2819,49,0,36,0,13
2823,47,0,34,0,13
2829,45,0,32,0,13
2837,46,0,32,0,14
2839,46,0,31,0,15
2854,44,0,30,0,14
2861,50,0,35,0,15
2870,50,0,35,0,15
2940,54,0,40,0,14
2981,53,0,37,0,16
2993,54,0,36,0,18
3034,50,0,37,0,13
3053,59,0,44,0,15
3063,58,0,43,0,15
3066,56,0,42,0,14
3069,55,0,41,0,14
3077,54,0,41,0,13
3078,54,0,41,0,13
3118,49,0,39,0,10
3127,49,0,37,0,12
3168,46,0,35,0,11
3181,48,0,37,0,11
3191,47,0,36,0,11
3195,48,0,37,0,11
3199,47,0,36,0,11
3239,55,0,47,0,8
3256,55,0,48,0,7
3287,52,0,44,0,8
3293,52,0,44,0,8
3310,48,0,39,0,9
3343,46,0,37,0,9
3357,44,0,36,0,8
3380,46,0,37,0,9
3387,46,0,37,0,9
3434,45,0,36,0,9
3443,47,0,39,0,8
3469,44,0,35,0,9
3495,44,0,35,0,9
3502,43,0,33,0,10
3514,41,0,32,0,9
3515,41,0,32,0,9
3523,44,0,33,0,11
3562,36,0,28,0,8
3579,36,0,29,0,7
3580,36,0,29,0,7
3591,34,0,28,0,6
3592,34,0,28,0,6
3594,35,0,30,0,5
3612,35,0,32,0,3
3636,40,0,34,0,6
3653,37,0,32,0,5
3665,35,0,29,0,6
3674,34,0,29,0,5
3689,40,0,32,0,8
3731,36,0,31,0,5
3754,38,0,33,0,5
3764,40,0,34,0,6
3797,42,0,36,0,6
3802,43,0,37,0,6
3819,39,0,34,0,5
3823,42,0,36,0,6
3833,50,0,42,0,8
3856,48,0,40,0,8
3891,48,0,37,0,11
3900,48,0,37,0,11
3926,46,0,36,0,10
3932,47,0,37,0,10
3933,46,0,37,0,9
3934,46,0,37,0,9
3952,48,0,38,0,10
3961,49,0,38,0,11
3965,48,0,37,0,11
3967,48,0,37,0,11
3978,48,0,36,0,12
3985,51,0,40,0,11
4005,47,0,35,0,12
4030,46,0,34,0,12
4064,47,0,35,0,12
4101,41,0,31,0,10
4103,41,0,31,0,10
4110,38,0,29,0,9
4111,38,0,29,0,9
4114,39,0,32,0,7
4130,42,0,37,0,5
4141,43,0,39,0,4
4154,41,0,39,0,2
4185,39,0,35,0,4
4202,36,0,33,0,3
4222,36,0,32,0,4
4224,36,0,32,0,4
4229,39,0,35,0,4
4238,41,0,36,0,5
4255,44,0,38,0,6
4271,42,0,34,0,8
4288,44,0,33,0,11
4289,44,0,33,0,11
4296,42,0,31,0,11
4298,44,0,32,0,12
4309,40,0,31,0,9
4311,40,0,31,0,9
4313,41,0,32,0,9
4355,43,0,33,0,10
4429,39,0,32,0,7
4434,41,0,33,0,8
4439,42,0,32,0,10
4444,42,0,32,0,10
4481,45,0,37,0,8
4488,45,0,37,0,8
4501,42,0,35,0,7
4510,39,0,35,0,4
4535,36,0,32,0,4
4566,33,0,31,0,2
4578,35,0,32,0,3
4580,35,0,32,0,3
4622,39,0,32,0,7
4665,42,0,36,0,6
4667,41,0,35,0,6
4712,36,0,28,0,8
4738,35,0,26,0,9
4743,33,0,26,0,7
4747,34,0,27,0,7
4754,37,0,29,0,8
4768,36,0,29,0,7
4780,38,0,31,0,7
4784,38,0,31,0,7
4794,40,0,34,0,6
4797,41,0,36,0,5
4811,38,0,32,0,6
4825,38,0,32,0,6
4900,39,0,29,0,10
4905,37,0,28,0,9
4914,36,0,26,0,10
4944,39,0,30,0,9
4952,39,0,30,0,9
4959,39,0,28,0,11
4966,37,0,25,0,12
4973,35,0,24,0,11
5010,37,0,24,0,13
5050,41,0,28,0,13
5054,41,0,28,0,13
5062,40,0,27,0,13
5137,46,0,33,0,13
5156,43,0,32,0,11
5167,47,0,35,0,12
5187,49,0,38,0,11
5190,49,0,37,0,12
5204,48,0,36,0,12
5206,50,0,38,0,12
5211,50,0,38,0,12
5227,52,0,40,0,12
5244,56,0,43,0,13
5248,56,0,43,0,13
5264,54,0,43,0,11
5288,60,0,50,0,10
5296,59,0,49,0,10
5302,59,0,48,0,11
5340,59,0,46,0,13
5343,59,0,46,0,13
5361,59,0,44,0,15
5386,57,0,39,0,18
5410,59,0,39,0,20
5411,59,0,39,0,20
5413,59,0,39,0,20
5424,59,0,41,0,18
5427,58,0,40,0,18
5431,58,0,40,0,18
5434,59,0,40,0,19
5449,59,0,39,0,20
5466,60,0,39,0,21
5472,58,0,38,0,20
5489,54,0,36,0,18
5500,58,0,40,0,18
5511,60,0,43,0,17
5532,60,0,46,0,14
5539,60,0,46,0,14
5551,56,0,42,0,14
5555,56,0,43,0,13
5577,53,0,43,0,10
5579,53,0,43,0,10
5607,53,0,43,0,10
5641,49,0,37,0,12
5667,46,0,35,0,11
5682,48,0,38,0,10
5691,44,0,35,0,9
5707,46,0,36,0,10
5716,51,0,39,0,12
5721,53,0,41,0,12
5732,56,0,44,0,12
5734,56,0,44,0,12
5744,55,0,44,0,11
5754,52,0,41,0,11
5755,52,0,41,0,11
5756,52,0,41,0,11
5782,50,0,38,0,12
5791,51,0,39,0,12
5804,54,0,42,0,12
5834,57,0,42,0,15
5848,58,0,41,0,17
5853,57,0,41,0,16
5892,56,0,43,0,13
5899,57,0,42,0,15
5941,61,0,46,0,15
5954,60,0,48,0,12
5958,61,0,48,0,13
5966,61,0,47,0,14
5972,58,0,45,0,13
5985,59,0,46,0,13
6043,61,0,52,0,9
6046,61,0,52,0,9
6047,62,0,52,0,10
6050,61,0,51,0,10
6054,61,0,51,0,10
6061,62,0,52,0,10
6083,62,0,54,0,8
6091,63,0,54,0,9
6117,58,0,48,0,10
6119,60,0,49,0,11
6152,61,0,50,0,11
6153,61,0,50,0,11
6160,61,0,50,0,11
6191,63,0,50,0,13
6200,62,0,47,0,15
6208,62,0,47,0,15
6216,58,0,43,0,15
6224,58,0,44,0,14
6244,56,0,42,0,14
6245,56,0,42,0,14
6261,54,0,40,0,14
6299,55,0,44,0,11
6312,55,0,43,0,12
6315,54,0,42,0,12
6319,54,0,42,0,12
6322,54,0,42,0,12
6340,50,0,37,0,13
6342,49,0,36,0,13
6344,48,0,35,0,13
6372,51,0,40,0,11
6392,46,0,38,0,8
6393,46,0,38,0,8
6397,47,0,38,0,9
6416,46,0,37,0,9
6425,45,0,38,0,7
6435,51,0,39,0,12
6436,51,0,39,0,12
6437,51,0,39,0,12
6442,49,0,37,0,12
6455,51,0,39,0,12
6462,50,0,39,0,11
6463,50,0,39,0,11
6473,50,0,38,0,12
6543,58,0,44,0,14
6545,58,0,44,0,14
6554,58,0,43,0,15
6555,57,0,42,0,15
6561,57,0,43,0,14
6577,55,0,44,0,11
6604,50,0,41,0,9
6610,52,0,40,0,12
6614,54,0,42,0,12
6639,50,0,38,0,12
6653,52,0,38,0,14
6675,49,0,36,0,13
6682,51,0,38,0,13
6689,49,0,36,0,13
6695,48,0,35,0,13
6706,46,0,35,0,11
6724,48,0,39,0,9
6738,47,0,38,0,9
6740,47,0,38,0,9
6759,44,0,37,0,7
6778,49,0,41,0,8
6790,46,0,38,0,8
6802,44,0,37,0,7
6822,51,0,45,0,6
6826,49,0,43,0,6
6881,50,0,46,0,4
6883,52,0,48,0,4
6884,52,0,48,0,4
6897,48,0,44,0,4
6920,51,0,44,0,7
6925,51,0,44,0,7
6930,53,0,46,0,7
6963,50,0,44,0,6
6979,52,0,46,0,6
7001,49,0,42,0,7
49,12,0,11,0,1
57,13,0,12,0,1
69,11,0,8,0,3
70,12,0,9,0,3
90,11,0,9,0,2
111,17,0,16,0,1
147,14,0,12,0,2
148,16,0,13,0,3
150,15,0,12,0,3
163,15,0,12,0,3
242,21,0,18,0,3
318,23,0,18,0,5
340,23,0,21,0,2
395,28,0,22,0,6
398,28,0,22,0,6
402,28,0,22,0,6
405,29,0,23,0,6
488,30,0,26,0,4
489,30,0,26,0,4
496,30,0,26,0,4
501,30,0,26,0,4
522,31,0,28,0,3
564,31,0,30,0,1
566,31,0,30,0,1
569,31,0,30,0,1
602,31,0,29,0,2
609,30,0,28,0,2
623,31,0,30,0,1
637,31,0,29,0,2
686,33,0,30,0,3
690,33,0,30,0,3
712,35,0,31,0,4
745,31,0,29,0,2
808,38,0,36,0,2
832,37,0,34,0,3
878,39,0,37,0,2
904,38,0,37,0,1
916,39,0,36,0,3
924,40,0,37,0,3
929,40,0,37,0,3
950,42,0,40,0,2
960,43,0,40,0,3
992,41,0,37,0,4
1011,41,0,36,0,5
1017,42,0,37,0,5
1033,43,0,36,0,7
1043,40,0,34,0,6
1082,38,0,32,0,6
1103,38,0,34,0,4
1148,40,0,34,0,6
1167,44,0,40,0,4
1202,45,0,40,0,5
1206,44,0,41,0,3
1217,43,0,39,0,4
1245,43,0,38,0,5
1261,45,0,37,0,8
1280,45,0,37,0,8
1305,46,0,39,0,7
1317,44,0,39,0,5
1318,45,0,40,0,5
1342,45,0,38,0,7
1351,48,0,41,0,7
1364,46,0,39,0,7
1399,52,0,47,0,5
1541,52,0,48,0,4
1613,49,0,45,0,4
1619,49,0,45,0,4
1626,48,0,45,0,3
1675,50,0,46,0,4
1689,50,0,46,0,4
1697,51,0,46,0,5
1711,51,0,45,0,6
1713,49,0,43,0,6
1776,48,0,41,0,7
1840,53,0,47,0,6
1841,52,0,46,0,6
1878,51,0,46,0,5
1890,52,0,46,0,6
1894,53,0,48,0,5
1919,51,0,47,0,4
1950,49,0,46,0,3
1959,52,0,49,0,3
1983,52,0,48,0,4
2012,50,0,48,0,2
2023,50,0,47,0,3
2131,47,0,43,0,4
2134,51,0,46,0,5
2148,48,0,42,0,6
2177,54,0,48,0,6
2184,52,0,46,0,6
2198,51,0,48,0,3
2271,49,0,42,0,7
2276,51,0,43,0,8
2319,50,0,46,0,4
2363,49,0,43,0,6
2364,48,0,43,0,5
2368,50,0,46,0,4
2423,50,0,47,0,3
2427,52,0,49,0,3
2430,51,0,48,0,3
2452,49,0,45,0,4
2457,48,0,44,0,4
2461,47,0,42,0,5
2471,48,0,43,0,5
2476,48,0,42,0,6
2488,48,0,42,0,6
2496,47,0,42,0,5
2508,48,0,43,0,5
2520,46,0,42,0,4
2531,48,0,43,0,5
2554,47,0,40,0,7
